objectid,displayorder,roletype,role,constituentid,ulanid,preferreddisplayname,forwarddisplayname,lastname,displaydate,artistofngaobject,beginyear,endyear,visualbrowsertimespan,nationality,visualbrowsernationality,constituenttype,Demonym,Percent_in_NGA,Country,Continent,Country Name
70296,1,artist,artist,6588,,"Sanchez, Ideal",Ideal Sanchez,Sanchez,"Argentinean, 1916 - 1998",1,1916.0,1998.0,1901 to 1925,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina
70299,1,artist,artist,6585,500117955.0,"Aguero, Leopoldo Torres",Leopoldo Torres Aguero,Aguero,"Argentinean, 1924 - 1996",1,1924.0,1996.0,1901 to 1925,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina
3642,1,artist,artist,2894,500202173.0,"Amero, Emilio",Emilio Amero,Amero,"Mexican, 1901 - 1976",1,1901.0,1976.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
11853,1,artist,artist,3489,,"Bellocq, Adolfo",Adolfo Bellocq,Bellocq,"Argentinean, 1899-1972",1,1899.0,1972.0,1876 to 1900,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina
48918,1,artist,artist,4205,500118501.0,"Gironella, Alberto",Alberto Gironella,Gironella,"Mexican, born 1929",1,1929.0,,1926 to 1950,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
119789,2,artist,printer,35252,,Taller de Grafica Popular,Taller de Grafica Popular,,"Mexican, founded 1937",1,1937.0,,1926 to 1950,Mexican,Mexican,corporate,Mexican,0.0024171947475011,MX,North America,Mexico
125899,3,artist,author,9371,500031425.0,"de Zayas, Marius",Marius de Zayas,de Zayas,"Mexican, 1880 - 1961",1,1880.0,1961.0,1876 to 1900,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
134810,3,artist,artist,9371,500031425.0,"de Zayas, Marius",Marius de Zayas,de Zayas,"Mexican, 1880 - 1961",1,1880.0,1961.0,1876 to 1900,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
137583,1,artist,artist,9371,500031425.0,"de Zayas, Marius",Marius de Zayas,de Zayas,"Mexican, 1880 - 1961",1,1880.0,1961.0,1876 to 1900,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
54129,4,owner,previous owner,9371,500031425.0,"de Zayas, Marius",Marius de Zayas,de Zayas,"Mexican, 1880 - 1961",1,1880.0,1961.0,1876 to 1900,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
152829,1,artist,artist,5265,500032573.0,"Posada, José Guadalupe",José Guadalupe Posada,Posada,"Mexican, 1851 - 1913",1,1851.0,1913.0,1851 to 1875,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
4552,1,artist,artist,3489,,"Bellocq, Adolfo",Adolfo Bellocq,Bellocq,"Argentinean, 1899-1972",1,1899.0,1972.0,1876 to 1900,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina
4558,1,artist,artist,3489,,"Bellocq, Adolfo",Adolfo Bellocq,Bellocq,"Argentinean, 1899-1972",1,1899.0,1972.0,1876 to 1900,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina
169871,1,artist,artist,25864,,"Delhez, Victor",Victor Delhez,Delhez,"Argentinean, born Belgium, 1902 - 1985",1,1902.0,1985.0,1901 to 1925,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina
181849,1,artist,artist,25864,,"Delhez, Victor",Victor Delhez,Delhez,"Argentinean, born Belgium, 1902 - 1985",1,1902.0,1985.0,1901 to 1925,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina
184007,1,artist,artist,3452,500065904.0,"Zalce, Alfredo",Alfredo Zalce,Zalce,"Mexican, 1908 - 2003",1,1908.0,2003.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
33515,1,artist,artist,3452,500065904.0,"Zalce, Alfredo",Alfredo Zalce,Zalce,"Mexican, 1908 - 2003",1,1908.0,2003.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
33519,1,artist,artist,3452,500065904.0,"Zalce, Alfredo",Alfredo Zalce,Zalce,"Mexican, 1908 - 2003",1,1908.0,2003.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
41845,1,artist,artist,3679,500118518.0,"Cantú, Federico",Federico Cantú,Cantú,"Mexican, 1908 - 1989",1,1908.0,1989.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
201188,1,artist,artist,16975,500004593.0,"Merida, Carlos",Carlos Merida,Merida,"Guatemalan, 1891 - 1984",1,1891.0,1984.0,1876 to 1900,Guatemalan,Other,individual,Guatemalan,0.0001306591755406,GT,North America,Guatemala
201240,3,artist,artist,46691,500120217.0,"Camnitzer, Luis",Luis Camnitzer,Camnitzer,"Uruguayan, born Germany, 1937",1,1937.0,,1926 to 1950,Uruguayan,Other,individual,Uruguayan,0.0001306591755406,UY,South America,Uruguay
216535,1,artist,artist,35145,500117883.0,"Kuitca, Guillermo",Guillermo Kuitca,Kuitca,"Argentinean, born 1961",1,1961.0,,1951 to 1975,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina
218532,1,artist,artist,50060,,"Lovera, Héctor Rondón",Héctor Rondón Lovera,Lovera,"Venezuelan, 1933 - 1984",1,1933.0,1984.0,1926 to 1950,Venezuelan,Other,individual,Venezuelan,0.0002613183510812,VE,South America,"Venezuela, Bolivarian Republic of"
70284,1,artist,artist,6580,500117890.0,"Fernández-Muro, José Antonio",José Antonio Fernández-Muro,Fernández-Muro,"Argentinean, born 1920",1,1920.0,,1901 to 1925,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina
135409,5,artist,illustrator,9371,500031425.0,"de Zayas, Marius",Marius de Zayas,de Zayas,"Mexican, 1880 - 1961",1,1880.0,1961.0,1876 to 1900,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
45867,3,owner,previous owner,9371,500031425.0,"de Zayas, Marius",Marius de Zayas,de Zayas,"Mexican, 1880 - 1961",1,1880.0,1961.0,1876 to 1900,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
46741,1,artist,artist,2911,500082877.0,"Antunez, Nemesio",Nemesio Antunez,Antunez,"Chilean, 1918 - 1993",1,1918.0,1993.0,1901 to 1925,Chilean,Other,individual,Chilean,0.0003919775266218,CL,South America,Chile
30273,1,artist,artist,5136,500012316.0,"Orozco, José Clemente",José Clemente Orozco,Orozco,"Mexican, 1883 - 1949",1,1883.0,1949.0,1876 to 1900,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
154008,1,artist,artist,5136,500012316.0,"Orozco, José Clemente",José Clemente Orozco,Orozco,"Mexican, 1883 - 1949",1,1883.0,1949.0,1876 to 1900,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
4553,1,artist,artist,3489,,"Bellocq, Adolfo",Adolfo Bellocq,Bellocq,"Argentinean, 1899-1972",1,1899.0,1972.0,1876 to 1900,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina
4557,1,artist,artist,3489,,"Bellocq, Adolfo",Adolfo Bellocq,Bellocq,"Argentinean, 1899-1972",1,1899.0,1972.0,1876 to 1900,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina
184006,1,artist,artist,3452,500065904.0,"Zalce, Alfredo",Alfredo Zalce,Zalce,"Mexican, 1908 - 2003",1,1908.0,2003.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
33517,1,artist,artist,3452,500065904.0,"Zalce, Alfredo",Alfredo Zalce,Zalce,"Mexican, 1908 - 2003",1,1908.0,2003.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
33518,1,artist,artist,3452,500065904.0,"Zalce, Alfredo",Alfredo Zalce,Zalce,"Mexican, 1908 - 2003",1,1908.0,2003.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
30639,1,artist,artist,5136,500012316.0,"Orozco, José Clemente",José Clemente Orozco,Orozco,"Mexican, 1883 - 1949",1,1883.0,1949.0,1876 to 1900,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
201186,1,artist,artist,16975,500004593.0,"Merida, Carlos",Carlos Merida,Merida,"Guatemalan, 1891 - 1984",1,1891.0,1984.0,1876 to 1900,Guatemalan,Other,individual,Guatemalan,0.0001306591755406,GT,North America,Guatemala
217263,1,artist,artist,38881,,"Horna, Kati",Kati Horna,Horna,"Mexican, born Austria-Hungary, 1912 - 2000",1,1912.0,2000.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
221005,1,artist,artist,38881,,"Horna, Kati",Kati Horna,Horna,"Mexican, born Austria-Hungary, 1912 - 2000",1,1912.0,2000.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
221516,1,artist,artist,46691,500120217.0,"Camnitzer, Luis",Luis Camnitzer,Camnitzer,"Uruguayan, born Germany, 1937",1,1937.0,,1926 to 1950,Uruguayan,Other,individual,Uruguayan,0.0001306591755406,UY,South America,Uruguay
223250,1,artist,artist,38881,,"Horna, Kati",Kati Horna,Horna,"Mexican, born Austria-Hungary, 1912 - 2000",1,1912.0,2000.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
210341,1,artist,artist,38881,,"Horna, Kati",Kati Horna,Horna,"Mexican, born Austria-Hungary, 1912 - 2000",1,1912.0,2000.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
